model,epoch,rouge,bleu,bleu_list,exact_match,f1,elapsed_time
seq2seq,1,0.5166761298230763,0.01819627027663904,"0.07278497368207106,1.333367830043946e-09,2.1251200974578716e-08,8.483991628966742e-08",0.0,0.5691670607636994,104.8002073764801
seq2seq,2,1.008763804817124,0.016410176164182038,"0.0337826346200989,0.031856697889526,6.912320594571748e-07,6.80915043813961e-07",0.0,1.125789473528835,131.04221177101135
seq2seq,3,0.3469036577105171,0.010913115890000246,"0.03072085584690116,0.012931540271859956,6.728771195370491e-08,1.5352791736568674e-10",0.0,0.3777586537678174,163.61064100265503
seq2seq,4,1.1163559352155108,0.0264006264253308,"0.08017317405595874,0.025429210957274788,1.2042583256937565e-07,2.622571038220552e-10",0.0,1.229877258304254,189.54977774620056
seq2seq,5,1.1242124719620838,0.049905356442092104,"0.14637561255010842,0.05324554789027493,2.647368611883299e-07,5.911238611722002e-10",0.0,1.1926043836871056,216.4981074333191
seq2seq,6,1.8303990398885281,0.020593713345294716,"0.05369894315909678,0.01921095192690769,0.00946396459317075,9.937020036433216e-07",0.0,2.7778517388708646,250.20118761062622
seq2seq,7,3.3128811197916037,0.03077855998453147,"0.08949922387391672,0.03361489912691087,1.1671968405416596e-07,2.1761425005017196e-10",0.0,3.710448468328372,286.25141859054565
seq2seq,8,5.58508678462685,0.09011053984336365,"0.22232623449566533,0.09429630993693616,0.043815854774025165,3.760166827931427e-06",0.0,6.737826069973759,313.9527952671051
seq2seq,9,5.944459361963714,0.14368165943203628,"0.32783331978649305,0.16910532103939455,0.07778199423481001,6.002667447554516e-06",0.0,6.344564822449433,356.0388152599335
seq2seq,10,9.761308426147993,0.5067739793990138,"1.0450377562027344,0.5736533398625424,0.29304705046640706,0.11535777106437126",0.0,10.731868286325422,367.0979940891266
seq2seq,20,23.373604921771157,2.7158855430421536,"4.6120733832115794,3.0238776144892126,1.9543979299475867,1.2731932445202365",0.4464285714285714,24.341731915893725,659.5083436965942
seq2seq,30,28.66088991768897,12.477749162048717,"19.264892268686413,13.902453040705689,9.92262421753787,6.821027121264887",1.3392857142857142,30.365016250691113,1177.9215595722198
seq2seq,40,27.81608287676061,12.041575676597255,"18.71153057036573,13.514215044841759,9.521197496121408,6.419359595060124",2.232142857142857,29.448662102289187,1691.497489452362
seq2seq,50,29.37381796698687,19.79531661250185,"28.939828080212642,21.766221277235058,16.411079828737556,12.06413726382214",2.232142857142857,30.832323290191198,2342.998466491699
seq2seq,60,28.977462313215103,19.331544302610578,"28.619528619512558,21.084106172994257,15.783822521519495,11.838719896415997",1.7857142857142856,30.56399596262779,2841.251571893692
seq2seq,70,28.837956214736376,20.172253200833374,"28.433039245232454,21.831519639426,17.018323028463737,13.406130890211301",1.7857142857142856,29.98351763768521,3360.162758588791
seq2seq,80,27.59997878057055,11.41189303712086,"17.688591601628506,12.673193382620765,9.034969517076044,6.2508176471581285",1.7857142857142856,29.08049018255919,3417.1464688777924
seq2seq,90,27.638198058952433,8.52326694105846,"12.960436562070132,9.428084808870606,6.804040924958454,4.9005054683346465",2.232142857142857,28.896979848941413,3621.021989583969
seq2seq,100,28.033479012010474,12.45851003590321,"18.443070207341417,13.674325111338964,10.158469897425352,7.5581749275071095",1.7857142857142856,29.225293789947866,3553.096760749817
